tipo,NUM_TESIS,ID,AÑO,TABLAS,DIAGRAMAS,ANALITICAS,PAGS,NUM_TOT,NUM_GRAFICA,DISPERSION,BARRAS,MAPAS,CIRCULAR,SERIE_TIEMPO,HISTOGRAMA,CAJAB,OTRAS,3D,REJILLA,TRAMA,ETIQUETAS,FONDO_OBS,MARCO,OTRO,1VAR,2VAR,3+VAR,SI_EXPLIC,NO_EXPLIC,MULTI_NUM,PAG,OBSERVACIONES
1,11,IAC-1999-BAM,1999,10,0,0,49,109,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,34,
1,11,IAC-1999-BAM,1999,10,0,0,49,110,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,34,
1,11,IAC-1999-BAM,1999,10,0,0,49,111,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,42,
1,12,IAC-2001-EOR,2001,2,0,0,83,112,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,49,
1,12,IAC-2001-EOR,2001,2,0,0,83,113,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,49,
1,12,IAC-2001-EOR,2001,2,0,0,83,114,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,75,
1,13,IAC-1993-YAN,1993,6,5,1,82,115,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,13,
1,13,IAC-1993-YAN,1993,6,5,1,82,116,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,13,
1,13,IAC-1993-YAN,1993,6,5,1,82,117,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,14,
1,13,IAC-1993-YAN,1993,6,5,1,82,118,4,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,14,
1,13,IAC-1993-YAN,1993,6,5,1,82,119,5,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,15,
1,14,IAC-2007-JAM,2007,26,12,0,88,120,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,14,
1,14,IAC-2007-JAM,2007,26,12,0,88,121,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,15,
1,14,IAC-2007-JAM,2007,26,12,0,88,122,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,16,
1,14,IAC-2007-JAM,2007,26,12,0,88,123,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,16,
1,14,IAC-2007-JAM,2007,26,12,0,88,124,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,17,
1,14,IAC-2007-JAM,2007,26,12,0,88,125,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,17,
1,14,IAC-2007-JAM,2007,26,12,0,88,126,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,18,
1,14,IAC-2007-JAM,2007,26,12,0,88,127,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,19,
1,14,IAC-2007-JAM,2007,26,12,0,88,128,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,34,
1,14,IAC-2007-JAM,2007,26,12,0,88,129,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,34,
1,14,IAC-2007-JAM,2007,26,12,0,88,130,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,63,
1,14,IAC-2007-JAM,2007,26,12,0,88,131,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,64,
1,14,IAC-2007-JAM,2007,26,12,0,88,132,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,65,
1,14,IAC-2007-JAM,2007,26,12,0,88,133,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,65,
1,14,IAC-2007-JAM,2007,26,12,0,88,134,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,66,
2,15,IAC-1997-VIV,1997,7,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,16,IAC-1998-MUÑ,1998,103,0,0,151,135,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,59,
1,16,IAC-1998-MUÑ,1998,103,0,0,151,136,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,60,
1,16,IAC-1998-MUÑ,1998,103,0,0,151,137,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,65,
1,16,IAC-1998-MUÑ,1998,103,0,0,151,138,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,66,
1,16,IAC-1998-MUÑ,1998,103,0,0,151,139,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,70,
1,16,IAC-1998-MUÑ,1998,103,0,0,151,140,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,71,
1,16,IAC-1998-MUÑ,1998,103,0,0,151,141,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,75,
1,16,IAC-1998-MUÑ,1998,103,0,0,151,142,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,76,
1,16,IAC-1998-MUÑ,1998,103,0,0,151,143,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,81,
